,#WAVELENGTH,FLUX,UNCERTAINTY
0,0.994284,0.06807854311892043,
1,0.998119,-0.09879258955735884,
2,1.00197,0.12264895652311991,
3,1.00583,0.3961062931035714,
4,1.00971,0.5001564183063982,
5,1.0136,0.5009061900513972,
6,1.0175,0.570554955324519,
7,1.02142,0.39545250385100505,
8,1.02535,0.49521542690275255,
9,1.02929,0.5373001432600638,
10,1.03324,0.5582747627571093,
11,1.03721,0.6540097171629876,
12,1.04119,0.6033699809526948,
13,1.04518,0.6758327898237774,
14,1.04918,0.6644095083658853,
15,1.05319,0.6778575417903527,
16,1.05721,0.6222209368018536,
17,1.06125,0.6343841713479279,
18,1.06529,0.6542458835303678,
19,1.06935,0.7423391874957754,
20,1.07341,0.734467978105068,
21,1.07749,0.7665685136225467,
22,1.08157,0.8097604467848871,
23,1.08567,0.8221785721002388,
24,1.08977,0.8945984610507135,
25,1.09388,0.8479240601607103,
26,1.098,0.8377285758943539,
27,1.10214,0.8036076584072217,
28,1.10627,0.7716287907247913,
29,1.11042,0.7623100855881926,
30,1.11458,0.817185214115818,
31,1.11874,0.7278681280306363,
32,1.12291,0.8018337684020309,
33,1.12709,0.8547647661002727,
34,1.13128,0.8223954095039387,
35,1.13547,0.6693746130407985,
36,1.13967,0.5735169994450295,
37,1.14388,0.7885058897444496,
38,1.14809,0.8598955356101233,
39,1.15231,0.8138545032581012,
40,1.15654,0.8225303368297929,
41,1.16077,0.8267242294043468,
42,1.165,0.8162688136839319,
43,1.16925,0.542425590941863,
44,1.17349,0.7558030624706482,
45,1.17775,0.5321120475926134,
46,1.182,0.8453823822744673,
47,1.18627,0.8122210792688491,
48,1.19053,0.8627984349656092,
49,1.1948,0.7486995585451192,
50,1.19908,0.6650636576758768,
51,1.20336,0.7500958965636144,
52,1.20764,0.8290505937005082,
53,1.21193,0.7574114766236064,
54,1.21621,0.8647827796509846,
55,1.22051,0.8060516966318739,
56,1.2248,0.8827397226941138,
57,1.2291,0.9012333835237553,
58,1.2334,0.8381080704336978,
59,1.2377,0.8177373439244026,
60,1.24201,0.6307936680317895,
61,1.24632,0.8389448059752584,
62,1.25062,0.6445790653020073,
63,1.25494,0.8795907622554496,
64,1.25925,0.9406146316917053,
65,1.26356,0.9096162694657265,
66,1.26788,0.9353840881993047,
67,1.27219,0.9499181670293647,
68,1.27651,0.9629000265034228,
69,1.28082,0.9872034821717806,
70,1.28514,0.9268886575267198,
71,1.28946,0.9467440981316158,
72,1.29378,0.9486950627615561,
73,1.2981,0.9663909050830327,
74,1.30241,0.9527261847350647,
75,1.30673,0.9606851536801169,
76,1.31105,0.9650612716470486,
77,1.31537,0.9729184882721085,
78,1.31968,1.0,
79,1.324,0.9174676322697709,
80,1.32831,0.8561981310551022,
81,1.33262,0.5622145389837194,
82,1.33693,0.4454134838072492,
83,1.34124,0.4151704793202189,
84,1.34555,0.23916981064300746,
85,1.34986,0.2343438587777286,
86,1.35416,0.22952067953526262,
87,1.35847,0.22469750039539937,
88,1.36277,0.21987712672726925,
89,1.36707,0.21506236084029864,
90,1.37136,0.21025317284964723,
91,1.37565,0.2054439494556839,
92,1.37995,0.20063476027186686,
93,1.38423,0.19583121485955388,
94,1.38852,0.19103047294189096,
95,1.3928,0.18623253647827384,
96,1.39708,0.1814373707524365,
97,1.40136,0.17664497654019973,
98,1.40563,0.1718582250030944,
99,1.4099,0.16707708342340918,
100,1.41416,0.16230151635646217,
101,1.41842,0.15752875591990165,
102,1.42268,0.21210160537126493,
103,1.42694,0.15304605177221312,
104,1.43119,0.3926255783782727,
105,1.43543,0.2827534265525705,
106,1.43967,0.34230826119867097,
107,1.44391,0.32325984855217493,
108,1.44815,0.3294294284693837,
109,1.45238,0.405974163405103,
110,1.4566,0.3924388055214787,
111,1.46082,0.3611504657141013,
112,1.46504,0.3875345568123667,
113,1.46925,0.33065486213787026,
114,1.47345,0.43489315046906857,
115,1.47765,0.4120051163376789,
116,1.48185,0.4039383499624778,
117,1.48604,0.4006512517193937,
118,1.49023,0.4130747357617343,
119,1.49441,0.4070450764814659,
120,1.49858,0.448281972019762,
121,1.50275,0.4463947820573395,
122,1.50692,0.49297369930514223,
123,1.51108,0.45583777662029784,
124,1.51523,0.45585659048099314,
125,1.51938,0.47170413916436943,
126,1.52352,0.4879636215016,
127,1.52766,0.5087963347052947,
128,1.53179,0.5097751957714892,
129,1.53591,0.5067980116029421,
130,1.54003,0.5299370884726732,
131,1.54415,0.5630775184578324,
132,1.54825,0.5233222146436555,
133,1.55236,0.5611708370806674,
134,1.55645,0.550297348253989,
135,1.56054,0.552250820072166,
136,1.56462,0.5622760913734661,
137,1.5687,0.5372256487509414,
138,1.57277,0.5692909854624282,
139,1.57684,0.582340403170039,
140,1.5809,0.5676300642913056,
141,1.58495,0.5343114958719906,
142,1.589,0.5742184339888483,
143,1.59304,0.5526697690742378,
144,1.59707,0.5870505001174158,
145,1.6011,0.5813800554852704,
146,1.60512,0.5577629568281098,
147,1.60913,0.5820617996493311,
148,1.61314,0.5637129984580602,
149,1.61714,0.5908792361398402,
150,1.62114,0.574253998175904,
151,1.62513,0.5073950031262967,
152,1.62911,0.542631864689738,
153,1.63308,0.5751561250218951,
154,1.63705,0.5591432237569753,
155,1.64102,0.5707041804362131,
156,1.64497,0.6025929535523749,
157,1.64892,0.5729199790843811,
158,1.65287,0.5430923830697306,
159,1.6568,0.5716390414817653,
160,1.66073,0.5260602654921455,
161,1.66466,0.5756539272201607,
162,1.66857,0.5636775156320362,
163,1.67248,0.5707638263213834,
164,1.67639,0.5654762848650129,
165,1.68028,0.5724976128366585,
166,1.68417,0.5850330662408313,
167,1.68806,0.5524891862613757,
168,1.69193,0.5476605747159039,
169,1.69581,0.5364968921774823,
170,1.69967,0.5433842299657008,
171,1.70353,0.541306057606582,
172,1.70738,0.5069967252289509,
173,1.71122,0.5049536949836579,
174,1.71506,0.4824338706229565,
175,1.71889,0.45801344585851245,
176,1.72272,0.4912302586279094,
177,1.72654,0.44670968514000853,
178,1.73035,0.4415196496841727,
179,1.73416,0.4459495324143911,
180,1.73796,0.4093588566533217,
181,1.74175,0.42482089954251206,
182,1.74554,0.40075717804418604,
183,1.74932,0.40625357273301754,
184,1.75309,0.38642407780522425,
185,1.75686,0.34770679574487173,
186,1.76062,0.33682018224342697,
187,1.76437,0.35498097136554707,
188,1.76812,0.3232699118352497,
189,1.77187,0.3223720233495582,
190,1.7756,0.2959275105128021,
191,1.77933,0.3241248910649889,
192,1.78306,0.28778461543886674,
193,1.78677,0.2592609739370632,
194,1.79049,0.2666409986029957,
195,1.79419,0.25341740288605946,
196,1.79789,0.2259187264532283,
197,1.80158,0.22481667034898153,
198,1.80527,0.2237161023939417,
199,1.80895,0.2226170140097845,
200,1.81263,0.22151941692736765,
201,1.8163,0.22042406845987034,
202,1.81996,0.21933096867702853,
203,1.82362,0.21823935728851052,
204,1.82727,0.21714922732900047,
205,1.83092,0.21606059565934488,
206,1.83456,0.2149742030788862,
207,1.83819,0.21389005385183552,
208,1.84182,0.21280738692937368,
209,1.84544,0.2117262082885778,
210,1.84906,0.21064653313531978,
211,1.85267,0.20956835779756056,
212,1.85628,0.2084916715815878,
213,1.85988,0.2074172160338813,
214,1.86347,0.2063450040070093,
215,1.86706,0.2052742733673581,
216,1.87064,0.20420503207253593,
217,1.87422,0.20313729294916857,
218,1.87779,0.20207104650986044,
219,1.88136,0.20100628700859513,
220,1.88492,0.1999430307102169,
221,1.88848,0.19888126894613123,
222,1.89203,0.1978217301960077,
223,1.89557,0.19676443323189696,
224,1.89911,0.195707892582107,
225,1.90265,0.19465208966858957,
226,1.90618,0.19359851919465773,
227,1.9097,0.19254719127443723,
228,1.91322,0.19149661862626466,
229,1.91674,0.19044753934079436,
230,1.92024,0.18940068566879667,
231,1.92375,0.1883545781845349,
232,1.92725,0.1873099740432942,
233,1.93074,0.18626761113352458,
234,1.93423,0.18522673349864965,
235,1.93771,0.1841873428041381,
236,1.94119,0.18314945384831657,
237,1.94466,0.17592726893225247,
238,1.94813,0.2378187298465502,
239,1.95159,0.18880999442824975,
240,1.95505,0.20312296738819888,
241,1.95851,0.13526072665910735,
242,1.96196,0.17324708293527427,
243,1.9654,0.2121849766912066,
244,1.96884,0.22205398512767555,
245,1.97227,0.19869092443353623,
246,1.9757,0.2130891140449424,
247,1.97913,0.2096690812819405,
248,1.98255,0.19913054399780586,
249,1.98596,0.18414193397306605,
250,1.98937,0.1907923695008107,
251,1.99278,0.21386253251571927,
252,1.99618,0.21259788748324643,
253,1.99957,0.20342229364529096,
254,2.00297,0.2148272295697974,
255,2.00635,0.1670369329106413,
256,2.00973,0.21126529391691584,
257,2.01311,0.2148867967615425,
258,2.01649,0.22382173122974164,
259,2.01985,0.20616538304775528,
260,2.02322,0.22567178811688424,
261,2.02658,0.2157667912717359,
262,2.02993,0.23234580004308944,
263,2.03328,0.2527228872831295,
264,2.03663,0.23409837314835896,
265,2.03997,0.2477469846554201,
266,2.0433,0.21728451365464857,
267,2.04664,0.2390158799049739,
268,2.04996,0.24304029268281366,
269,2.05329,0.25643588818739765,
270,2.0566,0.27401510294434106,
271,2.05992,0.24880565604930943,
272,2.06323,0.25597392582745826,
273,2.06653,0.2577686637027043,
274,2.06983,0.26766252075539193,
275,2.07313,0.22238138297394228,
276,2.07642,0.2659135627255415,
277,2.07971,0.23806419585185212,
278,2.08299,0.2581540592336322,
279,2.08627,0.23424354990947172,
280,2.08954,0.24330891237086075,
281,2.09281,0.2783023932961287,
282,2.09607,0.23296882339044334,
283,2.09933,0.25511161718593384,
284,2.10259,0.282303291736306,
285,2.10584,0.28722208514103664,
286,2.10908,0.25459188859404086,
287,2.11232,0.26767514115550267,
288,2.11556,0.27334903052526893,
289,2.11879,0.2573234031600979,
290,2.12202,0.2756256537009313,
291,2.12524,0.2694434476546534,
292,2.12846,0.24950759883159807,
293,2.13168,0.25029593316043036,
294,2.13488,0.2466790270369861,
295,2.13809,0.26161399197047946,
296,2.14129,0.25921770389550386,
297,2.14448,0.2746789694380016,
298,2.14768,0.2634752126319122,
299,2.15086,0.2687061221744896,
300,2.15404,0.27426755590391455,
301,2.15722,0.24268563406168808,
302,2.16039,0.26066113926648493,
303,2.16356,0.28213407769749654,
304,2.16672,0.2721624320377756,
305,2.16988,0.24482379292531756,
306,2.17303,0.27559804149504735,
307,2.17618,0.26241315591239195,
308,2.17932,0.2679071138855597,
309,2.18246,0.2574017756287783,
310,2.18559,0.27112964632533804,
311,2.18872,0.255498734098612,
312,2.19185,0.2178555533525643,
313,2.19497,0.23751718247118908,
314,2.19808,0.2673321197718368,
315,2.20119,0.24219187556152344,
316,2.20429,0.293873570507001,
317,2.20739,0.23845796695621496,
318,2.21049,0.25140124468256364,
319,2.21358,0.24710351084834326,
320,2.21666,0.22476550372545692,
321,2.21974,0.22985138855948056,
322,2.22282,0.23684290238938016,
323,2.22588,0.21968607201518017,
324,2.22895,0.23733372886747506,
325,2.23201,0.2718967711526734,
326,2.23506,0.2366265372926135,
327,2.23811,0.2807954186387049,
328,2.24116,0.24041718522112782,
329,2.24419,0.18951348295565063,
330,2.24723,0.17196533667916827,
331,2.25026,0.21803723122861202,
332,2.25328,0.24598969069674292,
333,2.2563,0.2341352162823732,
334,2.25931,0.23413693982433137,
335,2.26232,0.20843455995351529,
336,2.26532,0.18769936568260562,
337,2.26832,0.2279013896629246,
338,2.27131,0.13386822714891533,
339,2.2743,0.1791545817371573,
340,2.27728,0.21857147544752709,
341,2.28026,0.19832172709173684,
342,2.28323,0.1661752111700227,
343,2.2862,0.22193286484239136,
344,2.28916,0.18378324276489708,
345,2.29212,0.1735048531414368,
346,2.29507,0.1777623836570404,
347,2.29801,0.13929879025875005,
348,2.30095,0.17757169747865284,
349,2.30389,0.14126798620396136,
350,2.30682,0.19128441686498054,
351,2.30974,0.14604631149081007,
352,2.31266,0.11189186870337542,
353,2.31558,0.15105750735758017,
354,2.31849,0.11881928663416554,
355,2.32139,0.20826038183483325,
356,2.32429,0.17300300071019303,
357,2.32719,0.18486620713250168,
358,2.33008,0.189466096397573,
359,2.33296,0.17602156886343817,
360,2.33584,0.11630628662705571,
361,2.33872,0.14306308570220216,
362,2.34159,0.1506818195454289,
363,2.34445,0.13314989389105145,
364,2.34731,0.12627302147097894,
365,2.35017,0.18220304726360856,
366,2.35302,0.23135611176696846,
367,2.35587,0.13125075041203665,
368,2.35871,0.1477671865034068,
369,2.36154,0.06124007857456884,
370,2.36438,0.1495538311442136,
371,2.3672,0.1107876348468588,
372,2.37003,-0.016981359152208414,
373,2.37285,0.11938309744296585,
374,2.37566,0.11314897944757993,
375,2.37847,0.07173843211488933,
376,2.38128,0.09796223545128449,
377,2.38408,0.17679059153352175,
378,2.38688,0.05083807919195093,
379,2.38968,0.03235171448588662,
380,2.39247,0.08976797305119012,
381,2.39526,0.13456994215273171,
382,2.39804,0.03898755120893243,
383,2.40082,0.03984063003148597,
384,2.4036,-0.034351027232986595,
385,2.40638,0.15293607645570434,
386,2.40915,0.10806532804886299,
387,2.41192,0.10791497269288718,
388,2.41468,0.09953105399147763,
389,2.41745,0.04005382201820955,
390,2.42021,0.13394135768421087,
391,2.42297,0.08537325763965596,
392,2.42572,0.02147249460935357,
393,2.42848,0.061939027763348295,
394,2.43123,0.05420826242717386,
395,2.43398,0.18414495381394697,
396,2.43673,-0.14424999419343937,
397,2.43948,0.03266210417504521,
398,2.44222,0.03883743098932674,
399,2.44497,0.021328937285247547,
400,2.44771,0.13185227975380234,
401,2.45046,0.11461491505776775,
402,2.4532,0.07272752616783247,
403,2.45594,0.06231271965687039,
404,2.45869,0.024178340031506866,
405,2.46143,0.07976575383609803,
406,2.46418,0.034648992182271736,
407,2.46692,-0.04503650434507928,
408,2.46967,0.00439438456950791,
409,2.47241,0.012823532278076168,
410,2.47516,0.17389088365161898,
411,2.47792,-0.05695581948899213,
